#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0043043	Peptide biosynthetic process	25	148	0.65	0.93	5.34e-06	208964.PA0579,208964.PA0610,208964.PA1338,208964.PA2398,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4229,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470	rpsU,prtN,ggt,fpvA,rplT,rpmI,rpmF,tsf,rpsB,rplS,rpsP,pchC,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,PA5470
GO Process	GO:0006412	Translation	21	112	0.69	0.92	1.12e-05	208964.PA0579,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470	rpsU,rplT,rpmI,rpmF,tsf,rpsB,rplS,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,PA5470
GO Process	GO:0043604	Amide biosynthetic process	27	187	0.58	0.84	1.12e-05	208964.PA0579,208964.PA0610,208964.PA0836,208964.PA1338,208964.PA2398,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3417,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4229,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470	rpsU,prtN,ackA,ggt,fpvA,rplT,rpmI,rpmF,pdhA,tsf,rpsB,rplS,rpsP,pchC,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,PA5470
GO Process	GO:0043603	Cellular amide metabolic process	29	248	0.49	0.68	9.03e-05	208964.PA0579,208964.PA0610,208964.PA0836,208964.PA1000,208964.PA1338,208964.PA1586,208964.PA2398,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3417,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4229,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470	rpsU,prtN,ackA,pqsE,ggt,sucB,fpvA,rplT,rpmI,rpmF,pdhA,tsf,rpsB,rplS,rpsP,pchC,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,PA5470
GO Process	GO:0006091	Generation of precursor metabolites and energy	22	177	0.52	0.58	0.0010	208964.PA0510,208964.PA0918,208964.PA1555,208964.PA1556,208964.PA1586,208964.PA1587,208964.PA2482,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA3417,208964.PA4470,208964.PA4587,208964.PA4748,208964.PA4922,208964.PA5429,208964.PA5491	PA0510,PA0918,ccoP2,ccoO2,sucB,lpdG,PA2482,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,pdhA,fumC1,ccpR,tpiA,azu,aspA,PA5491
GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process	42	533	0.32	0.45	0.0023	208964.PA0112,208964.PA0113,208964.PA0510,208964.PA0511,208964.PA0576,208964.PA0577,208964.PA0579,208964.PA0610,208964.PA0836,208964.PA1155,208964.PA1338,208964.PA1901,208964.PA2398,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3108,208964.PA3417,208964.PA3559,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4229,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4269,208964.PA4270,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4670,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470,208964.PA5554,208964.PA5555	PA0112,cyoE1,PA0510,nirJ,rpoD,dnaG,rpsU,prtN,ackA,nrdB,ggt,phzC2,fpvA,rplT,rpmI,rpmF,purF,pdhA,PA3559,tsf,rpsB,rplS,rpsP,pchC,rpsK,rpsM,rpmJ,rplD,rpsL,rpoC,rpoB,rpsI,rpmA,rplU,prs,rplI,rpsR,rpsF,rpmB,PA5470,atpD,atpG
GO Process	GO:0010467	Gene expression	29	311	0.39	0.45	0.0038	208964.PA0576,208964.PA0579,208964.PA1164,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3179,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3743,208964.PA3744,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4269,208964.PA4270,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470,208964.PA5471	rpoD,rpsU,PA1164,rplT,rpmI,rpmF,rluB,tsf,rpsB,rplS,trmD,rimM,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpoC,rpoB,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,PA5470,PA5471
GO Process	GO:0045333	Cellular respiration	13	77	0.65	0.51	0.0050	208964.PA0510,208964.PA0918,208964.PA1555,208964.PA1586,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA4470,208964.PA5429	PA0510,PA0918,ccoP2,sucB,nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM,fumC1,aspA
GO Process	GO:0034641	Cellular nitrogen compound metabolic process	58	901	0.23	0.36	0.0078	208964.PA0112,208964.PA0113,208964.PA0510,208964.PA0511,208964.PA0576,208964.PA0577,208964.PA0579,208964.PA0610,208964.PA0836,208964.PA1000,208964.PA1155,208964.PA1164,208964.PA1338,208964.PA1586,208964.PA1587,208964.PA1901,208964.PA2398,208964.PA2741,208964.PA2742,208964.PA2840,208964.PA2970,208964.PA3007,208964.PA3108,208964.PA3179,208964.PA3306,208964.PA3417,208964.PA3559,208964.PA3617,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3743,208964.PA3744,208964.PA3745,208964.PA4229,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4269,208964.PA4270,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4670,208964.PA4748,208964.PA4763,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5173,208964.PA5316,208964.PA5377,208964.PA5470,208964.PA5471,208964.PA5554,208964.PA5555	PA0112,cyoE1,PA0510,nirJ,rpoD,dnaG,rpsU,prtN,ackA,pqsE,nrdB,PA1164,ggt,sucB,lpdG,phzC2,fpvA,rplT,rpmI,deaD,rpmF,lexA,purF,rluB,PA3306,pdhA,PA3559,recA,tsf,rpsB,rplS,trmD,rimM,rpsP,pchC,rpsK,rpsM,rpmJ,rplD,rpsL,rpoC,rpoB,rpsI,rpmA,rplU,prs,tpiA,recN,rplI,rpsR,rpsF,arcC,rpmB,PA5377,PA5470,PA5471,atpD,atpG
GO Process	GO:0009060	Aerobic respiration	10	51	0.71	0.46	0.0117	208964.PA1555,208964.PA1586,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA4470,208964.PA5429	ccoP2,sucB,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM,fumC1,aspA
GO Process	GO:0019546	Arginine deiminase pathway	4	4	1.42	0.47	0.0194	208964.PA5170,208964.PA5171,208964.PA5172,208964.PA5173	arcD,arcA,arcB,arcC
GO Process	GO:1901566	Organonitrogen compound biosynthetic process	41	589	0.26	0.32	0.0225	208964.PA0112,208964.PA0113,208964.PA0510,208964.PA0511,208964.PA0579,208964.PA0610,208964.PA0836,208964.PA1338,208964.PA1901,208964.PA2398,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3108,208964.PA3417,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA3792,208964.PA4007,208964.PA4229,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4402,208964.PA4414,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4670,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5172,208964.PA5316,208964.PA5470,208964.PA5554,208964.PA5555	PA0112,cyoE1,PA0510,nirJ,rpsU,prtN,ackA,ggt,phzC2,fpvA,rplT,rpmI,rpmF,purF,pdhA,tsf,rpsB,rplS,rpsP,leuA,proA,pchC,rpsK,rpsM,rpmJ,rplD,rpsL,argJ,murD,rpsI,rpmA,rplU,prs,rplI,rpsR,rpsF,arcB,rpmB,PA5470,atpD,atpG
GO Process	GO:0034645	Cellular macromolecule biosynthetic process	24	278	0.36	0.31	0.0362	208964.PA0579,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3149,208964.PA3558,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4414,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5470	rpsU,rplT,rpmI,rpmF,wbpH,arnF,tsf,rpsB,rplS,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,murD,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,PA5470
GO Function	GO:0005198	Structural molecule activity	21	68	0.91	1.53	5.82e-09	208964.PA0579,208964.PA1804,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5348	rpsU,hupB,rplT,rpmI,rpmF,rpsB,rplS,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,hupA
GO Function	GO:0003735	Structural constituent of ribosome	19	57	0.94	1.53	1.09e-08	208964.PA0579,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316	rpsU,rplT,rpmI,rpmF,rpsB,rplS,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB
GO Function	GO:0048038	Quinone binding	8	17	1.09	0.75	0.00097	208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648	nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM
GO Function	GO:0050136	NADH dehydrogenase (quinone) activity	7	15	1.09	0.63	0.0035	208964.PA2641,208964.PA2642,208964.PA2644,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648	nuoF,nuoG,nuoI,nuoJ,nuoK,nuoL,nuoM
GO Function	GO:0008137	NADH dehydrogenase (ubiquinone) activity	6	12	1.12	0.53	0.0094	208964.PA2641,208964.PA2642,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648	nuoF,nuoG,nuoJ,nuoK,nuoL,nuoM
GO Function	GO:0015453	Oxidoreduction-driven active transmembrane transporter activity	8	32	0.82	0.43	0.0184	208964.PA1555,208964.PA1556,208964.PA2641,208964.PA2642,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648	ccoP2,ccoO2,nuoF,nuoG,nuoJ,nuoK,nuoL,nuoM
GO Function	GO:0016651	Oxidoreductase activity, acting on NAD(P)H	10	54	0.69	0.41	0.0184	208964.PA0112,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA3723	PA0112,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,PA3723
GO Function	GO:0019843	rRNA binding	9	44	0.73	0.42	0.0184	208964.PA2741,208964.PA4240,208964.PA4241,208964.PA4262,208964.PA4268,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935	rplT,rpsK,rpsM,rplD,rpsL,rplU,rplI,rpsR,rpsF
GO Function	GO:0016655	Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	8	39	0.73	0.35	0.0385	208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648	nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM
GO Function	GO:0009055	Electron transfer activity	13	105	0.51	0.31	0.0460	208964.PA0918,208964.PA1555,208964.PA1556,208964.PA2482,208964.PA2641,208964.PA2642,208964.PA2645,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA4587,208964.PA4922,208964.PA5491	PA0918,ccoP2,ccoO2,PA2482,nuoF,nuoG,nuoJ,nuoK,nuoL,nuoM,ccpR,azu,PA5491
GO Component	GO:0005840	Ribosome	21	59	0.97	1.84	7.11e-11	208964.PA0579,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3656,208964.PA3742,208964.PA3744,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4463,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316	rpsU,rplT,rpmI,rpmF,rpsB,rplS,rimM,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,PA4463,rpmA,rplU,rplI,rpsR,rpsF,rpmB
GO Component	GO:0043232	Intracellular non-membrane-bounded organelle	22	78	0.87	1.6	4.65e-10	208964.PA0577,208964.PA0579,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3656,208964.PA3742,208964.PA3744,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4463,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316	dnaG,rpsU,rplT,rpmI,rpmF,rpsB,rplS,rimM,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,PA4463,rpmA,rplU,rplI,rpsR,rpsF,rpmB
GO Component	GO:0043228	Non-membrane-bounded organelle	23	103	0.77	1.37	4.36e-09	208964.PA0577,208964.PA0579,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3353,208964.PA3656,208964.PA3742,208964.PA3744,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4432,208964.PA4463,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316	dnaG,rpsU,rplT,rpmI,rpmF,PA3353,rpsB,rplS,rimM,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpsI,PA4463,rpmA,rplU,rplI,rpsR,rpsF,rpmB
GO Component	GO:0044391	Ribosomal subunit	16	49	0.94	1.48	2.45e-08	208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4268,208964.PA4432,208964.PA4463,208964.PA4567,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316	rplT,rpmI,rpmF,rpsB,rplS,rpsP,rpsK,rpsM,rpsL,rpsI,PA4463,rpmA,rplI,rpsR,rpsF,rpmB
GO Component	GO:0022626	Cytosolic ribosome	12	41	0.89	1.08	7.16e-06	208964.PA2741,208964.PA2742,208964.PA3656,208964.PA3742,208964.PA4240,208964.PA4432,208964.PA4463,208964.PA4567,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316	rplT,rpmI,rpsB,rplS,rpsK,rpsI,PA4463,rpmA,rplI,rpsR,rpsF,rpmB
GO Component	GO:0015935	Small ribosomal subunit	9	21	1.05	1.11	1.56e-05	208964.PA3656,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4268,208964.PA4432,208964.PA4463,208964.PA4934,208964.PA4935	rpsB,rpsP,rpsK,rpsM,rpsL,rpsI,PA4463,rpsR,rpsF
GO Component	GO:0032991	Protein-containing complex	39	438	0.37	0.66	1.92e-05	208964.PA0577,208964.PA0958,208964.PA1155,208964.PA1340,208964.PA1586,208964.PA2227,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA2685,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3186,208964.PA3656,208964.PA3742,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4268,208964.PA4269,208964.PA4270,208964.PA4432,208964.PA4463,208964.PA4470,208964.PA4567,208964.PA4670,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5377,208964.PA5471,208964.PA5554,208964.PA5555	dnaG,oprD,nrdB,PA1340,sucB,vqsM,nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM,vgrG1c,rplT,rpmI,rpmF,oprB,rpsB,rplS,rpsP,rpsK,rpsM,rpsL,rpoC,rpoB,rpsI,PA4463,fumC1,rpmA,prs,rplI,rpsR,rpsF,rpmB,PA5377,PA5471,atpD,atpG
GO Component	GO:0045272	Plasma membrane respiratory chain complex I	7	12	1.19	1.06	4.85e-05	208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648	nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM
GO Component	GO:0070469	Respirasome	8	27	0.89	0.79	0.00036	208964.PA1555,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648	ccoP2,nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM
GO Component	GO:1990204	Oxidoreductase complex	9	37	0.81	0.75	0.00041	208964.PA1155,208964.PA1586,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648	nrdB,sucB,nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM
GO Component	GO:0022627	Cytosolic small ribosomal subunit	6	14	1.05	0.79	0.00061	208964.PA3656,208964.PA4240,208964.PA4432,208964.PA4463,208964.PA4934,208964.PA4935	rpsB,rpsK,rpsI,PA4463,rpsR,rpsF
GO Component	GO:1902494	Catalytic complex	13	96	0.55	0.57	0.0015	208964.PA0577,208964.PA1155,208964.PA1586,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA4269,208964.PA4270,208964.PA4670	dnaG,nrdB,sucB,nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM,rpoC,rpoB,prs
GO Component	GO:0015934	Large ribosomal subunit	7	28	0.82	0.62	0.0022	208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3742,208964.PA4567,208964.PA4932,208964.PA5316	rplT,rpmI,rpmF,rplS,rpmA,rplI,rpmB
GO Component	GO:0005622	Intracellular anatomical structure	61	1075	0.18	0.36	0.0060	208964.PA0087,208964.PA0090,208964.PA0459,208964.PA0576,208964.PA0577,208964.PA0579,208964.PA0836,208964.PA0997,208964.PA0999,208964.PA1155,208964.PA1586,208964.PA1587,208964.PA1804,208964.PA2570,208964.PA2622,208964.PA2741,208964.PA2742,208964.PA2840,208964.PA2970,208964.PA3108,208964.PA3415,208964.PA3615,208964.PA3617,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3743,208964.PA3744,208964.PA3745,208964.PA4007,208964.PA4236,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4402,208964.PA4407,208964.PA4414,208964.PA4432,208964.PA4463,208964.PA4470,208964.PA4525,208964.PA4526,208964.PA4566,208964.PA4567,208964.PA4568,208964.PA4670,208964.PA4748,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5171,208964.PA5172,208964.PA5173,208964.PA5316,208964.PA5348,208964.PA5427,208964.PA5429,208964.PA5554,208964.PA5555	PA0087,clpV1,PA0459,rpoD,dnaG,rpsU,ackA,pqsB,pqsD,nrdB,sucB,lpdG,hupB,lecA,cspD,rplT,rpmI,deaD,rpmF,purF,PA3415,PA3615,recA,tsf,rpsB,rplS,trmD,rimM,rpsP,proA,katA,rpsK,rpsM,rpmJ,rplD,rpsL,argJ,ftsZ,murD,rpsI,PA4463,fumC1,pilA,pilB,obg,rpmA,rplU,prs,tpiA,rplI,rpsR,rpsF,arcA,arcB,arcC,rpmB,hupA,adhA,aspA,atpD,atpG
GO Component	GO:0022625	Cytosolic large ribosomal subunit	6	27	0.77	0.48	0.0095	208964.PA2741,208964.PA2742,208964.PA3742,208964.PA4567,208964.PA4932,208964.PA5316	rplT,rpmI,rplS,rpmA,rplI,rpmB
GO Component	GO:0098796	Membrane protein complex	13	134	0.41	0.35	0.0223	208964.PA0958,208964.PA1340,208964.PA2641,208964.PA2642,208964.PA2643,208964.PA2644,208964.PA2646,208964.PA2647,208964.PA2648,208964.PA3186,208964.PA5377,208964.PA5554,208964.PA5555	oprD,PA1340,nuoF,nuoG,nuoH,nuoI,nuoK,nuoL,nuoM,oprB,PA5377,atpD,atpG
GO Component	GO:0061695	Transferase complex, transferring phosphorus-containing groups	4	13	0.91	0.42	0.0232	208964.PA0577,208964.PA4269,208964.PA4270,208964.PA4670	dnaG,rpoC,rpoB,prs
GO Component	GO:0000428	DNA-directed RNA polymerase complex	3	7	1.05	0.38	0.0375	208964.PA0577,208964.PA4269,208964.PA4270	dnaG,rpoC,rpoB
GO Component	GO:0005737	Cytoplasm	55	1038	0.15	0.26	0.0375	208964.PA0087,208964.PA0090,208964.PA0459,208964.PA0576,208964.PA0577,208964.PA0836,208964.PA0997,208964.PA0999,208964.PA1155,208964.PA1586,208964.PA1587,208964.PA1804,208964.PA2570,208964.PA2622,208964.PA2741,208964.PA2742,208964.PA2840,208964.PA3108,208964.PA3415,208964.PA3615,208964.PA3617,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3743,208964.PA3744,208964.PA3745,208964.PA4007,208964.PA4236,208964.PA4240,208964.PA4241,208964.PA4262,208964.PA4402,208964.PA4407,208964.PA4414,208964.PA4432,208964.PA4463,208964.PA4470,208964.PA4525,208964.PA4526,208964.PA4566,208964.PA4567,208964.PA4568,208964.PA4670,208964.PA4748,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5171,208964.PA5172,208964.PA5173,208964.PA5316,208964.PA5348,208964.PA5427,208964.PA5429	PA0087,clpV1,PA0459,rpoD,dnaG,ackA,pqsB,pqsD,nrdB,sucB,lpdG,hupB,lecA,cspD,rplT,rpmI,deaD,purF,PA3415,PA3615,recA,tsf,rpsB,rplS,trmD,rimM,rpsP,proA,katA,rpsK,rpsM,rplD,argJ,ftsZ,murD,rpsI,PA4463,fumC1,pilA,pilB,obg,rpmA,rplU,prs,tpiA,rplI,rpsR,rpsF,arcA,arcB,arcC,rpmB,hupA,adhA,aspA
GO Component	GO:0033643	Host cell part	3	7	1.05	0.38	0.0375	208964.PA0638,208964.PA4067,208964.PA4525	PA0638,oprG,pilA
GO Component	GO:1990234	Transferase complex	5	28	0.67	0.34	0.0404	208964.PA0577,208964.PA1586,208964.PA4269,208964.PA4270,208964.PA4670	dnaG,sucB,rpoC,rpoB,prs
STRING clusters	CL:69	Ribosome, and Translation regulator activity	28	107	0.84	1.67	3.00e-11	208964.PA0576,208964.PA0579,208964.PA0907,208964.PA2741,208964.PA2742,208964.PA2970,208964.PA3655,208964.PA3656,208964.PA3742,208964.PA3743,208964.PA3744,208964.PA3745,208964.PA4240,208964.PA4241,208964.PA4242,208964.PA4262,208964.PA4268,208964.PA4269,208964.PA4270,208964.PA4432,208964.PA4567,208964.PA4568,208964.PA4932,208964.PA4934,208964.PA4935,208964.PA5316,208964.PA5554,208964.PA5555	rpoD,rpsU,PA0907,rplT,rpmI,rpmF,tsf,rpsB,rplS,trmD,rimM,rpsP,rpsK,rpsM,rpmJ,rplD,rpsL,rpoC,rpoB,rpsI,rpmA,rplU,rplI,rpsR,rpsF,rpmB,atpD,atpG
